,Default Radar Template,Name,Team,Competition,Nationality,Date of Birth,Age,Player Id,Weight,Height,Country Id,Country,Team Id,Competition Id,Primary Position,Secondary Position,Most Recent Match,Player SBData Id,90s Played,Appearances,Minutes Played,Starting Appearances,Assists,Key Passes,Open Play Assists,Open Play Key Passes,Open Play xG Assisted,Set Piece Assists,Set Piece Key Passes,Set-Piece xG Assisted,xG Assisted,Dispossessed,Dribble%,Dribbles,Failed Dribbles,Fouls Won,Penalty wins,Successful Dribbles,Turnovers,Over/Underperformance,Scoring Contribution,Shots & Key Passes,xG & xG Assisted,Goal Conversion%,Goals & Penalty Goals,Non-Penalty Goals,Penalty Conversion%,Post Shot xG,Shooting%,Shots,Shot Touch%,xG,xG/Shot,Red Cards,Second Yellow Cards,Yellow Cards,Aggressive Actions,Average Defensive Action Distance,Ball Recoveries,Blocks/Shot,Clearances,Defensive Action Regains,Defensive Actions,Interceptions,Opposition Half Ball Recoveries,PAdj Clearances,PAdj Interceptions,Aerial Win%,Aerial Wins,Dribbled Past,Dribbles Successfully Defended%,Errors,Fouls,PAdj Tackles,PAdj Tackles & Interceptions,Tack/Dribbled Past%,Tackles,Tackles & Interceptions,Average Pressure Distance,Counterpressure Regains,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,PAdj Pressures,Pressure Regains,Pressures,Pressures in Opposing Half,Pressures in Opposing Half%,Crossing%,Deep Completions,Open Play Final Third Passes,OP Passes Into Box,Passes Inside Box,Passes Into Box,Passes + Touches In Box,Set Piece Passes Into Box,Successful Box Cross%,Successful Crosses,Throughballs,Touches In Box,Carries,Carry%,Carry Length,Deep Progressions,xGBuildup,xGChain,Final Third Pass Backward%,Final Third Pass Forward%,Final Third Pass Sideways%,Pass Backward%,Pass Forward%,Pass Sideways%,Average Pass Distance,Being Pressured Change in Pass%,Left to Right Footedness%,Long Ball%,Long Balls,Open Play Passes,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass%,Unpressured Long Balls,Being Pressured Change in Pass Length,Pass Length,Pass Length Ratio,Pressured Pass Length,Pressured Pass Length Ratio,Successful Pass Length,Successful Pressured Pass Length,Claims - CCAA%,Goalkeeper Aggressive Distance,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,All Shots Faced,Expected Save%,Goals Conceded,Goals Saved Above Average,Penalties Conceded,Penalties Faced,Positioning Error,PSxG Faced,Save%,Shots Faced,Shots Faced On Target%,Shot Stopping%,xG Faced,Defensive Action OBV,Dribble & Carry OBV,Goalkeeper OBV,OBV,Pass OBV,Shot OBV
768,Centre Back,Jonathan Tah,Bayer Leverkusen,1. Bundesliga,Germany,11/02/1996,28,23397,94.0,195.0,129,Germany,858,1009,Centre Back,Right Centre Back,30:00.0,8221,31.653337,31,2848.8003,30,0.031592246,0.15796123,0.031592246,0.15796123,0.010283387,0.0,0.0,0.0,0.010283387,0.18955347,0.5714286,0.22114572,0.094776735,0.18955347,0.0,0.12636898,0.28433022,0.09063388,0.15796123,0.9793597,0.067327365,0.1538461538461538,0.12636898,0.12636898,,0.13988665,0.3846153846153846,0.82139844,0.001209482,0.057043973,0.069447389,0.0,0.0,0.18955347,4.138584,27.859219,10.899324,0.096153846,4.0754,3.8542538,8.656276,1.0109519,2.7169333,5.4912424,1.4761341,0.75,2.938079,0.28433022,0.30769232,0.06318449,1.1689131,0.9536986,2.4298332,0.7096774193548387,0.69502944,1.7059814,33.282238,0.34751472,1.4216511,0.6002527,0.42222223,9.750818,2.179865,6.792333,1.7691658,0.26046512,0.25,0.12636898,6.981887,0.06318449,0.15796123,0.06318449,2.0534961,0.0,0.0,0.031592246,0.0,1.9903116,55.633945,0.99148214,5.08282,5.3390894,0.7872927,0.8209082,0.036199095,0.2352941176470588,0.7285067873303167,0.0166435506241331,0.22792417938049,0.7554322699953768,42.688637,-0.080766656,0.1827462991322103,0.8409090909090909,2.3378263,67.417854,0.1072584373555247,0.9514563106796116,4.454507,0.8706896551724138,2.4010108,-0.29012585,17.73288329288026,0.9925942,17.44275665283203,0.96420425,17.60155680575802,16.81838035583496,0.0,0.0,0.07951919,0.06518724,5.5160055,0.26398546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.09359231,0.053269636,,0.23875478,0.07067295,0.021219904
769,Attacking Midfielder / Winger,Jonathan Viera,Almería,La Liga,Spain,21/10/1989,34,18529,66.0,171.0,26,Spain,624,1011,Centre Attacking Midfielder,Left Centre Midfielder,30:00.0,10755,10.73537,12,966.1833,12,0.2794501,2.5150506,0.2794501,2.4219007,0.22977963,0.0,0.09315003,0.009841551,0.23962116,0.83835024,0.2631579,1.7698506,1.3041004,1.7698506,0.0,0.46575013,2.3287506,-0.0807979,0.2794501,3.632851,0.360248,0.0,0.0,0.0,,0.099729635,0.4166666666666667,1.1178004,0.008712488,0.12062684,0.1079144775867462,0.0,0.09315003,0.18630005,12.668403,50.90817,4.7506514,0.0,0.18630005,2.8876507,24.964207,0.3726001,2.7945008,0.09238838,0.28728375,0.5,0.5589002,0.93150026,0.4,0.0,1.1178004,1.7787313,2.0660152,0.6666666666666666,1.8630005,2.2356007,51.17482,0.7452002,4.564351,3.726001,0.81632656,17.250565,2.7013507,21.983406,12.016354,0.5466102,0.3333333333333333,0.3726001,14.717705,1.4904004,0.2794501,1.5835503,3.1671007,0.09315003,0.1176470588235294,0.18630005,0.3726001,1.6767005,44.153114,0.9388186,4.8314915,6.0547514,0.72397107,0.90174156,0.1582278481012658,0.2658227848101265,0.5759493670886076,0.1912568306010929,0.174863387978142,0.6338797814207651,54.91383,0.0002483855,0.0305010893246187,0.6111111111111112,2.0493007,47.692814,0.2404371584699453,0.8633879781420765,0.2794501,0.8636363636363636,3.2602508,-3.3935063,15.82682825307377,0.95700777,12.433321952819824,1.0040067,15.14639784414557,12.483139038085938,0.0,0.0,0.12568305,0.09289618,7.628987,0.5030712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.028996915,0.10416627,,0.17206046,0.062273335,-0.02337604
770,Attacking Midfielder / Winger,Jon Guridi,Deportivo Alavés,La Liga,Spain,28/02/1995,29,972918,64.0,179.0,26,Spain,575,1011,Centre Attacking Midfielder,Right Wing,15:00.0,7066,32.117596,36,2890.5835,34,0.093406744,0.8717963,0.093406744,0.8717963,0.074206874,0.0,0.0,0.0,0.074206874,1.0897454,0.33333334,1.120881,0.74725395,1.1831522,0.0,0.37362698,1.7747282,0.001271655,0.18681349,1.9615417,0.18554185,0.085714286,0.093406744,0.093406744,,0.073164515,0.2,1.0897454,0.017230377,0.111334965,0.1021660327911377,0.0,0.0,0.062271167,12.516504,48.893837,6.5384727,0.0123456790123456,0.7161184,3.7051342,24.565973,0.99633867,3.4249141,0.43146744,0.54829526,0.5157894736842106,1.5256435,0.9340675,0.23076923,0.0,1.0274743,0.97344315,1.5217385,0.6153846153846154,1.4945079,2.4908466,50.70954,0.3424914,3.4560497,2.7710667,0.8018018,13.119439,2.739931,22.043993,11.271081,0.51129943,0.35,0.46703374,7.379133,0.5915761,0.24908467,0.5915761,4.078761,0.0,0.2105263157894736,0.21794908,0.093406744,3.4871852,21.234467,0.87536657,5.0056276,3.0201516,0.43681353,0.55034095,0.05907173,0.2109704641350211,0.729957806,0.1133896260554885,0.2050663449939686,0.6815440289505428,54.81459,-0.10622817,0.8933764135702746,0.6363636363636364,1.3076944,25.064144,0.2291917973462002,0.8009650180940893,1.0274743,0.6947368421052632,1.7435926,-1.8918629,17.67829510328709,0.98479736,15.786432266235352,0.9893122,17.409538544804217,15.617709159851074,0.0,0.0,0.14354645,0.0880579,3.4778447,0.237155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.046454053,0.03668602,,0.058706697,0.023909958,-0.048343338
771,Midfielder,Jon Moncayola,Osasuna,La Liga,Spain,13/05/1998,26,8859890,86.0,182.0,26,Spain,781,1011,Right Centre Midfielder,Right Defensive Midfielder,00:00.0,30277,21.86611,33,1967.9498,21,0.13719861,0.9146575,0.09146575,0.45732874,0.053594317,0.045732874,0.45732874,0.032507055,0.08610138,0.731726,0.5,0.6402602,0.3201301,0.54879445,0.0,0.3201301,1.051856,0.066500664,0.1829315,1.6463835,0.11643083,0.0625,0.045732874,0.045732874,,0.050530355,0.3125,0.731726,0.006968641,0.030329453,0.041449197,0.045732874,0.0,0.09146575,14.451588,46.85772,9.055109,0.021276596,1.0061232,4.5275545,25.10735,0.82319176,5.533678,0.90479445,0.60118276,0.6590909090909091,1.3262533,1.2347876,0.475,0.0,1.1890547,1.1640782,1.7652608,0.5263157894736842,1.3719862,2.1951778,49.751114,0.41159588,4.4818215,2.881171,0.64285713,19.670937,3.3384995,22.546307,11.524684,0.5111562,0.2444444444444444,0.1829315,11.433218,0.77745885,0.09146575,1.783582,1.6006507,1.0061232,0.2307692307692307,0.5030616,0.0,0.82319176,31.418484,0.9505095,3.3619041,4.664753,0.32109603,0.33348924,0.092,0.248,0.66,0.094674556,0.1854043392504931,0.7199211045364892,54.277077,0.001893491,0.063772049,0.569060773,4.710486,43.217564,0.1479289940828402,0.7781065088757396,1.9207807,0.78,7.3629923,-3.9982908,22.501153769107496,0.9295626,18.50286293029785,0.99671525,20.91623098859316,18.44208526611328,0.0,0.0,0.119329385,0.07100592,4.6921926,0.40172276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.014020226,0.039169475,,0.12578246,0.10400255,-0.031409822
772,Centre Back,Jon Pacheco,Real Sociedad,La Liga,Spain,08/01/2001,23,13977603,77.0,184.0,26,Spain,825,1011,Left Centre Back,Centre Back,15:00.0,41157,18.907593,23,1701.6833,16,0.052888803,0.21155521,0.052888803,0.21155521,0.013365941,0.0,0.0,0.0,0.013365941,0.10577761,1.0,0.21155521,0.0,0.31733283,0.0,0.21155521,0.26444402,0.056394543,0.10577761,0.52888805,0.049383055,0.1666666666666666,0.052888803,0.052888803,,0.049573876,0.5,0.31733283,0.0,0.03601712,0.1134995023409525,0.0,0.0,0.42311043,6.663989,28.233616,10.419094,0.0432432432432432,4.8128815,4.0724382,12.217315,0.84622085,2.3271074,5.659476,1.0969923,0.711864407,4.44266,0.52888805,0.44444445,0.052888803,1.7453305,1.4077839,2.5047765,0.7058823529411765,1.2693313,2.1155522,32.49718,0.052888803,1.0577761,0.6875545,0.65,11.166477,2.5386627,9.202652,2.168441,0.23563218,1.0,0.052888803,3.0675507,0.052888803,0.052888803,0.052888803,0.84622085,0.0,1.0,0.052888803,0.052888803,0.79333204,45.11415,0.9917937,4.9629946,2.9088843,0.30902597,0.32827902,0.0,0.1724137931034483,0.8275862068965517,0.024866785,0.2007104795737122,0.7744227353463587,36.583477,-0.14292319,0.910828025,0.631578947,5.0773253,56.90835,0.1296625222024866,0.9031971580817052,5.8706574,0.7602739726027398,6.981322,-2.4565966,23.084078041740675,0.9392439,20.62748146057129,0.93980104,21.68157916973943,19.38572883605957,0.0,0.0,0.07992895,0.059502665,2.961773,0.24117137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.050628014,0.014010328,,0.08675806,0.029345812,-0.007226084
773,Attacking Midfielder / Winger,Jordan Ayew,Crystal Palace,Premier League,Ghana,11/09/1991,32,16769,80.0,182.0,227,Ghana,112,1002,Right Wing,Left Wing,00:00.0,3450,31.11389,35,2800.25,30,0.22497992,0.8034997,0.22497992,0.6749397,0.11372687,0.0,0.12855995,0.01818346,0.13191032,3.1497188,0.51086956,2.956879,1.4462994,3.2782786,0.0,1.5105793,3.8567986,0.101738244,0.35353988,2.378359,0.25180164,0.081632653,0.12855995,0.12855995,,0.1338874,0.4081632653061224,1.5748594,0.022442589,0.119891286,0.076128249,0.0,0.032139987,0.2571199,18.319794,50.00328,6.620837,0.006024096,0.64279974,5.335238,33.393444,0.77135974,3.8246584,0.43150583,0.5894275,0.3017241379310345,1.1248996,0.8999197,0.42222223,0.0,1.7355593,1.4345464,2.0239735,0.6956521739130435,2.0569592,2.828319,50.540634,0.64279974,5.495938,4.1781983,0.76023394,20.077467,4.338898,29.60093,14.141594,0.4777416,0.2741935483870967,0.5785198,8.9349165,1.0284796,0.2892599,1.1891795,4.692438,0.16069993,0.3243243243243243,0.5463798,0.06427997,3.6639585,33.522007,0.8063279,6.2993827,2.8925989,0.33216816,0.445938,0.2805755395683453,0.079136691,0.6402877697841727,0.2605321507760532,0.1241685144124168,0.615299335,61.94664,-0.07035128,0.055555556,0.3709677419354839,0.7392197,27.736809,0.2184035476718403,0.7505543237250555,0.9963396,0.6802030456852792,1.6391393,-2.6205416,16.379347976718403,0.9180216,13.758806228637695,0.9487706,15.036595850258491,13.053950309753418,0.0,0.0,0.14190687,0.07206208,3.798947,0.28406638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.028180888,0.07934151,,0.12857664,0.02289413,-0.001839919
774,Midfielder,Jordan Clark,Luton Town,Premier League,England,22/09/1993,30,2272,71.0,183.0,618,England,480840,1002,Right Defensive Midfielder,Right Attacking Midfielder,00:00.0,9442,16.334444,23,1470.1,14,0.061220326,0.6734236,0.061220326,0.6734236,0.08480172,0.0,0.0,0.0,0.08480172,2.0202708,0.4642857,1.7141691,0.91830486,1.8366097,0.0,0.7958642,2.3263724,-0.02486467,0.12244065,1.7141691,0.14730532,0.0588235294117647,0.061220326,0.061220326,,0.09159515,0.2352941176470588,1.0407455,0.010799136,0.06250361,0.0600565742043887,0.0,0.0,0.2448813,13.652133,49.547054,7.9586425,0.0123456790123456,1.1019659,3.550779,24.18203,0.7346439,4.652745,0.7434525,0.5763397,0.525,1.2856269,1.4692878,0.25,0.061220326,0.9795252,1.1889216,1.7652612,0.4782608695652174,1.3468472,2.081491,51.88154,0.2448813,4.530304,3.183457,0.7027027,16.316835,2.081491,21.855658,12.427726,0.5686275,0.3157894736842105,0.4897626,6.734236,1.0407455,0.2448813,1.1019659,3.550779,0.061220326,0.1666666666666666,0.36732194,0.0,2.5100334,27.91647,0.85745615,5.792649,2.448813,0.3186201,0.36961251,0.081818182,0.2636363636363636,0.6545454545454545,0.1408730158730158,0.1964285714285714,0.6626984126984127,53.727337,-0.054460865,0.1294117647058823,0.5,1.7141691,29.140877,0.2301587301587301,0.7182539682539683,1.2856269,0.6637931034482759,3.2446773,-4.274214,18.44397360181052,0.9579004,14.169759750366213,0.99637747,17.667489910652623,14.11842918395996,0.0,0.0,0.13492064,0.06944445,4.211959,0.32699624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.02999481,0.07071655,,0.12007785,0.012984187,0.006382284
775,Midfielder,Jordan Ferri,Montpellier,Ligue 1,France,12/03/1992,32,16074,73.0,173.0,30,France,773,1007,Left Defensive Midfielder,Right Defensive Midfielder,00:00.0,3118,24.766113,30,2228.9502,23,0.04037775,1.1305771,0.04037775,1.0901994,0.068420105,0.0,0.04037775,0.00029461834,0.06871473,1.5747323,0.4074074,1.0901994,0.646044,1.8573766,0.0,0.44415528,1.7766211,-0.008289231,0.0807555,1.4939768,0.08904474,0.1111111111111111,0.04037775,0.04037775,,0.034700617,0.1111111111111111,0.36339974,0.002525253,0.020330012,0.0559439327981736,0.0,0.0,0.20188875,14.091835,38.999516,10.700104,0.003039514,0.9286883,6.379685,25.034208,0.6864218,4.885708,0.8221967,0.3731734,0.3714285714285714,0.52491075,1.5343547,0.38181818,0.0,2.1803987,1.389991,1.7631645,0.5189873417721519,1.6554879,2.3419096,40.306458,0.44415528,4.078153,2.463043,0.6039604,15.888515,4.7241974,21.19832,6.9045954,0.3257143,0.3333333333333333,0.20188875,11.265393,1.0498215,0.12113326,1.0498215,2.0188878,0.0,0.3076923076923077,0.36339974,0.04037775,0.9690661,45.182705,0.9276139,4.5290046,5.168352,0.3994224,0.4245351,0.1003584229390681,0.2652329749103942,0.6344086021505376,0.1011320754716981,0.1886792452830188,0.7101886792452831,48.984016,-0.08294644,0.03564728,0.6049382716049383,3.9570198,52.12768,0.1494339622641509,0.8354716981132075,1.8169988,0.7525252525252525,5.6528854,-1.8356454,20.04026975235849,0.93757415,18.20462417602539,0.97015214,18.78923893405601,17.66125488,0.0,0.0,0.09886792,0.06566038,5.148164,0.33376965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.004582133,0.08825149,,0.14145419,0.052134506,0.005650358
776,Full Back,Jordan Lotomba,OGC Nice,Ligue 1,Switzerland,29/09/1998,25,5317285,67.0,177.0,113,Switzerland,69,1007,Right Back,Right Wing Back,00:00.0,29305,21.839077,28,1965.5168,21,0.0,0.45789483,0.0,0.45789483,0.050553054,0.0,0.0,0.0,0.050553054,1.2363161,0.53571427,1.2821056,0.5952633,1.2363161,0.0,0.6868422,1.3736844,-0.05070965,0.045789484,0.96157914,0.09649913,0.090909091,0.045789484,0.045789484,,0.0217168,0.1818181818181818,0.50368434,0.004653869,0.045946073,0.091219978,0.0,0.0,0.18315794,8.516844,39.919136,6.776843,0.040540541,1.4652635,4.3042116,16.530003,1.2821056,3.5715795,1.3748965,1.3133003,0.7111111111111111,1.4652635,0.3205264,0.72727275,0.045789484,0.6868422,1.7272594,3.0405602,0.8292682926829268,1.5568424,2.838948,43.016075,0.3205264,3.113685,1.9231583,0.61764705,14.303846,3.0678952,14.286318,5.4947376,0.3846154,0.5,0.27473688,5.861054,0.5952633,0.18315794,0.91578966,1.9689478,0.3205264,0.3,0.36631587,0.045789484,1.3736844,34.525272,0.93368703,5.416667,3.3884215,0.2978344,0.3623938,0.1171875,0.25,0.6328125,0.1061224489795918,0.2306122448979591,0.6632653061224489,46.588795,-0.08650794,0.079136691,0.4545454545454545,0.6868422,36.127903,0.1928571428571428,0.8642857142857143,1.7400002,0.7777777777777778,1.2363161,-1.5587028,15.67033840880102,0.9699135,14.111635208129885,1.0075227,15.19887286009445,14.217793464660645,0.0,0.0,0.19489796,0.15510204,3.6127903,0.23765063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.007356001,0.059825227,,0.14896426,0.09257845,-0.010795423
777,Goalkeeper,Jordan Pickford,Everton,Premier League,England,07/03/1994,30,21219,82.0,185.0,618,England,88,1002,Goalkeeper,,00:00.0,3468,42.809258,38,3852.8333,38,0.0,0.093437724,0.0,0.046718862,0.002619528,0.0,0.046718862,0.0009200475,0.003539575,0.0,1.0,0.023359431,0.0,0.11679717,0.0,0.023359431,0.0,-0.003539575,0.0,0.093437724,0.003539575,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.11679717,0.16351603,2.2367253,3.9711037,0.0,0.023359431,6.2836876,0.18687545,0.0,0.0,0.008351594,0.0,,0.0,0.023359431,0.5,0.023359431,0.023359431,0.0,0.0,0.0,0.0,0.0,7.261786,0.0,0.023359431,0.0,0.0,0.15655728,0.046718862,0.16351603,0.0,0.0,,0.0,1.9154736,0.093437724,0.0,0.44382924,0.093437724,0.35039148,0.0,0.0,0.046718862,0.0,18.780985,1.0,6.310239,3.5039148,0.17347947,0.17609899,0.0,0.8292682926829268,0.1707317073170731,0.0,0.5698505523066927,0.4301494476933073,15.402855,-0.011873117,0.8061224489795918,0.439453125,10.5117445,24.574123,0.1286549707602339,0.6179337231968811,2.9432886,0.6060606060606061,21.00013,-6.062002,48.48109060266407,0.779379,42.41908645629883,0.8252321,37.78514392744479,35.005592346191406,0.01622184,19.310665,0.12280702,0.038986355,2.4831078,0.17666613,12.427218,0.7164449447240585,0.9343774,0.09891758,0.18687545,0.18687545,1.8191915,1.0332949,0.7435897435897436,3.6440716,0.2932330827067669,0.027144798865685,1.102561,-0.038086172,0.04607597,-0.06152041,0.18057312,0.23410372,
778,Midfielder,Jordan Veretout,Marseille,Ligue 1,France,01/03/1993,31,18074,67.0,177.0,30,France,61,1007,Left Centre Midfielder,Left Defensive Midfielder,00:00.0,7153,26.621853,29,2395.9668,24,0.075126246,1.7654668,0.037563123,1.2395831,0.11879449,0.037563123,0.52588373,0.052647095,0.17144158,0.97664124,0.47368422,0.71369934,0.37563127,0.78882563,0.0,0.33806813,1.1644568,-0.14703734,0.112689376,3.1553025,0.25972673,0.027027027,0.037563123,0.037563123,,0.08083815,0.2162162162162162,1.3898356,0.010586678,0.08828513,0.063521997,0.0,0.0,0.15025249,9.50347,45.594772,8.977587,0.01056338,1.1268938,3.869002,18.25568,0.75126255,4.8832064,1.3102951,0.8446583,0.375,0.4507575,0.78882563,0.53846157,0.0,0.97664124,1.7089009,2.5535588,0.6818181818181818,1.6903406,2.4416032,48.58606,0.37563127,2.8172345,1.9532825,0.6933333,16.987144,2.666982,15.588697,7.625314,0.48915663,0.4,0.37563127,14.91256,1.2771462,0.18781564,2.103535,2.7796712,0.8263888,0.2142857142857142,0.60100996,0.22537875,1.5025251,39.10321,0.9471662,5.4765124,6.723799,0.6844641,0.7734866,0.088161209,0.2115869017632241,0.7002518891687658,0.095238095,0.1723356009070294,0.7324263038548753,56.155758,-0.037614375,0.1618217054263566,0.488235294117647,3.1177394,45.03819,0.1504157218442932,0.7913832199546486,1.8405932,0.7537688442211056,5.672032,-4.2096562,21.665345391628875,0.92691314,17.45568848,0.96425164,20.08189320678128,16.831676483154297,0.0,0.0,0.12622827,0.059712775,7.798105,0.45367128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.05452975,0.085922934,,0.2975663,0.17606305,-0.018949443
779,Full Back,Jordan Zemura,Udinese,Serie A,Zimbabwe,14/11/1999,24,14105933,63.0,173.0,2104,Zimbabwe,18,1012,Left Wing Back,Left Back,45:00.0,49217,12.825185,27,1154.2666,10,0.0,0.46782953,0.0,0.46782953,0.018673157,0.0,0.0,0.0,0.018673157,1.0136306,0.41666666,1.8713181,1.0916022,1.1695738,0.0,0.7797159,2.9629202,0.002058009,0.077971585,0.8576875,0.075913586,0.2,0.077971585,0.077971585,,0.08611804,0.6,0.38985795,0.008103728,0.05724042,0.1468237876892089,0.0,0.0,0.077971585,7.719187,40.48326,7.0954146,0.006896552,1.325517,3.1188636,16.21809,1.4034886,3.5087214,0.82040644,0.7988052,0.4761904761904761,0.7797159,0.6237727,0.53333336,0.0,1.325517,1.044977,1.8437822,0.7419354838709677,1.7933465,3.196835,43.203598,0.077971585,1.715375,1.2475454,0.72727275,7.1048512,2.261176,13.099226,4.756267,0.36309522,0.2631578947368421,0.077971585,6.549613,0.46782953,0.15594317,0.6237727,2.1052327,0.15594317,0.375,0.38985795,0.0,1.6374032,24.950909,0.85,5.488109,3.040892,0.27411047,0.3056034,0.1547619047619047,0.2142857142857142,0.6309523809523809,0.1214689265536723,0.2542372881355932,0.6242937853107344,56.134724,-0.15328576,0.7198067632850241,0.3421052631578947,1.0136306,23.937279,0.1610169491525423,0.7146892655367232,1.4814601,0.5614035087719298,2.8069773,-5.1612763,18.138807048905367,0.8691306,12.977530479431152,0.9185176,15.76499293632658,11.920089721679688,0.0,0.0,0.17231639,0.10169491,2.6822224,0.19468023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.022005495,0.1115852,,0.19259782,0.050342605,0.008664504
780,Full Back,Jordy Makengo Basambundu,Freiburg,1. Bundesliga,France,03/08/2001,22,14123680,78.0,191.0,30,France,931,1009,Left Back,Left Wing Back,30:00.0,131560,13.069629,20,1176.2666,10,0.0,0.38256633,0.0,0.38256633,0.014399303,0.0,0.0,0.0,0.014399303,0.9946725,0.7,0.76513267,0.2295398,0.9181592,0.0,0.5355929,0.8416459,-0.027691681,0.0,0.61210614,0.027691681,0.0,0.0,0.0,,0.0,0.0,0.2295398,0.003092784,0.01329238,0.0579088230927785,0.0,0.0,0.07651327,7.574813,32.62892,8.492972,0.034965035,3.3665836,3.97869,14.920087,1.7598052,3.2900703,3.0831637,1.4545319,0.6511627906976745,2.1423717,0.30605307,0.72727275,0.0,1.147699,1.526999,2.9815304,0.8461538461538461,1.6832918,3.443097,37.345802,0.07651327,1.989345,1.2242123,0.61538464,10.756136,2.1423717,12.089095,3.8256633,0.3164557,0.3125,0.15302654,7.72784,0.4590796,0.0,0.6886194,0.9946725,0.2295398,0.5555555555555556,0.38256633,0.0,0.5355929,30.834846,0.9379653,5.061723,3.9021766,0.35195556,0.37034178,0.1683168316831683,0.198019801980198,0.6336633663366337,0.1478102189781022,0.2007299270072992,0.6514598540145985,49.351902,-0.11140077,0.7868421052631579,0.4418604651162791,1.453752,36.879395,0.1532846715328467,0.8375912408759124,3.8256633,0.7261904761904762,2.8309908,-3.2789762,19.460475949475367,0.9620978,16.181499481201172,0.98753357,18.72288177423747,15.97977352142334,0.0,0.0,0.13686131,0.10036496,3.1906033,0.24616292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.08422319,0.04765752,,0.004213195,0.059679758,-0.018900871
781,Centre Back,Jorge Cuenca,Villarreal,La Liga,Spain,17/11/1999,24,966403,75.0,190.0,26,Spain,861,1011,Left Centre Back,Left Back,00:00.0,41543,24.368519,29,2193.1667,21,0.04103655,0.2462193,0.04103655,0.2462193,0.00923289,0.0,0.0,0.0,0.00923289,0.3282924,0.7,0.41036552,0.12310965,0.6565848,0.0,0.28725588,0.41036552,0.09987401,0.1641462,1.0669503,0.064272195,0.15,0.12310965,0.12310965,,0.06737067,0.35,0.82073104,0.002414293,0.055039305,0.067061317,0.0,0.0,0.28725588,5.3347516,26.174635,7.1403604,0.048929664,5.9502997,3.939509,10.341211,0.9848772,1.6824986,5.7896843,1.1165639,0.660377358,2.8725586,0.3282924,0.73913044,0.0,1.2310965,1.6744933,2.7910576,0.8333333333333334,1.6414621,2.6263392,33.792294,0.1641462,1.4773158,0.8617676,0.5833333,7.152982,2.010791,7.4686527,1.9697545,0.26373628,0.5,0.0820731,4.555057,0.36932895,0.0820731,0.41036552,1.928718,0.04103655,0.5,0.2462193,0.0,1.5593889,33.116497,0.97893435,4.2452297,2.8725586,0.42712343,0.44546413,0.09009009,0.2612612612612612,0.6486486486486487,0.04293381,0.2173524150268336,0.7397137745974955,39.068512,-0.11712989,0.8404624277456647,0.4791666666666667,2.831522,41.241734,0.1100178890876565,0.8488372093023255,6.5658484,0.7317073170731707,5.293715,-0.6388294,22.328163433586763,0.90225655,21.68933486938477,0.9524126,20.145731114989463,20.657196044921875,0.0,0.0,0.11001789,0.07781753,3.4675894,0.25864714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.06993436,0.0378448,,0.15105832,0.06990062,-0.026621459
